	sample_id	locus	sequence_length	mapped_reads	unmapped_reads
43	Bacto-2_S2.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-2_S2.rg	prpE_MLST_Brucella	468	0	0
45	Bacto-2_S2.rg	putA_MLST_Brucella	527	2	0
46	Bacto-2_S2.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-2_S2.rg	rnpB_MLST_Bartonella	297	0	0
48	Bacto-2_S2.rg	rpoB_MLST_Bartonella	363	3406	0
49	Bacto-2_S2.rg	soxA_1_MLST_Brucella	486	128	2
50	Bacto-2_S2.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-2_S2.rg	trpE_MLST_Brucella	486	0	0
52	Bacto-2_S2.rg	*	0	0	3748680
0	Bacto-3_S3.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-3_S3.rg	Cox5_MST_Coxiella	353	6	0
2	Bacto-3_S3.rg	Cox18_MST_Coxiella	516	0	0
3	Bacto-3_S3.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-3_S3.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-3_S3.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-3_S3.rg	Cox51_MST_Coxiella	634	2	0
7	Bacto-3_S3.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-3_S3.rg	Cox57_MST_Coxiella	565	2	0
9	Bacto-3_S3.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-3_S3.rg	acnA_MLST_Brucella	490	0	0
11	Bacto-3_S3.rg	adk_MLST_Lepto	430	2	0
12	Bacto-3_S3.rg	aroA_MLST_Brucella	565	4	0
13	Bacto-3_S3.rg	batR_1_MLST_Bartonella	487	335	96
14	Bacto-3_S3.rg	bvrR_1_MLST_Bartonella	486	12	1
15	Bacto-3_S3.rg	caiA_MLST_Brucella	449	6	0
16	Bacto-3_S3.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-3_S3.rg	cobQ_1_MLST_Brucella	422	6	0
18	Bacto-3_S3.rg	csdB_MLST_Brucella	487	7	0
19	Bacto-3_S3.rg	ddlA_MLST_Brucella	553	6	0
20	Bacto-3_S3.rg	dnaK_MLST_Brucella	470	0	0
21	Bacto-3_S3.rg	fbaA_1_MLST_Brucella	458	6	0
22	Bacto-3_S3.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-3_S3.rg	ftsZ_B_1_MLST_Bartonella	497	4	0
24	Bacto-3_S3.rg	ftsZ_H_1_MLST_Bartonella	483	327	171
25	Bacto-3_S3.rg	fumC_MLST_Brucella	452	0	0
26	Bacto-3_S3.rg	gap_MLST_Brucella	589	0	0
27	Bacto-3_S3.rg	glk_MLST_Brucella	475	0	0
28	Bacto-3_S3.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-3_S3.rg	gltA_MLST_Bartonella	338	330	134
30	Bacto-3_S3.rg	groEL_MLST_Bartonella	442	2	0
31	Bacto-3_S3.rg	gyrB_MLST_Brucella	469	0	0
32	Bacto-3_S3.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-3_S3.rg	int_hyp_1_MLST_Brucella	430	47	35
34	Bacto-3_S3.rg	leuA_MLST_Brucella	482	14	0
35	Bacto-3_S3.rg	lipL32_MLST_Lepto	450	2	0
36	Bacto-3_S3.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-3_S3.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-3_S3.rg	mutL_MLST_Brucella	549	4	0
39	Bacto-3_S3.rg	mviM_1_MLST_Brucella	447	2	0
40	Bacto-3_S3.rg	nlpD_1_MLST_Bartonella	494	2	0
41	Bacto-3_S3.rg	omp25_MLST_Brucella	490	6	0
42	Bacto-3_S3.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-3_S3.rg	pntA_MLST_Lepto	525	4	0
44	Bacto-3_S3.rg	prpE_MLST_Brucella	468	6	0
45	Bacto-3_S3.rg	putA_MLST_Brucella	527	0	0
46	Bacto-3_S3.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-3_S3.rg	rnpB_MLST_Bartonella	297	291	103
48	Bacto-3_S3.rg	rpoB_MLST_Bartonella	363	520	292
49	Bacto-3_S3.rg	soxA_1_MLST_Brucella	486	0	0
50	Bacto-3_S3.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-3_S3.rg	trpE_MLST_Brucella	486	22	0
52	Bacto-3_S3.rg	*	0	0	5842886
0	Bacto-4_S4.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-4_S4.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-4_S4.rg	Cox18_MST_Coxiella	516	0	0
3	Bacto-4_S4.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-4_S4.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-4_S4.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-4_S4.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-4_S4.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-4_S4.rg	Cox57_MST_Coxiella	565	0	0
9	Bacto-4_S4.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-4_S4.rg	acnA_MLST_Brucella	490	0	0
11	Bacto-4_S4.rg	adk_MLST_Lepto	430	0	0
12	Bacto-4_S4.rg	aroA_MLST_Brucella	565	0	0
13	Bacto-4_S4.rg	batR_1_MLST_Bartonella	487	7	7
14	Bacto-4_S4.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-4_S4.rg	caiA_MLST_Brucella	449	0	0
16	Bacto-4_S4.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-4_S4.rg	cobQ_1_MLST_Brucella	422	0	0
18	Bacto-4_S4.rg	csdB_MLST_Brucella	487	3	1
19	Bacto-4_S4.rg	ddlA_MLST_Brucella	553	0	0
20	Bacto-4_S4.rg	dnaK_MLST_Brucella	470	0	0
21	Bacto-4_S4.rg	fbaA_1_MLST_Brucella	458	1	1
22	Bacto-4_S4.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-4_S4.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-4_S4.rg	ftsZ_H_1_MLST_Bartonella	483	11	11
25	Bacto-4_S4.rg	fumC_MLST_Brucella	452	0	0
26	Bacto-4_S4.rg	gap_MLST_Brucella	589	0	0
27	Bacto-4_S4.rg	glk_MLST_Brucella	475	0	0
28	Bacto-4_S4.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-4_S4.rg	gltA_MLST_Bartonella	338	5	5
30	Bacto-4_S4.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-4_S4.rg	gyrB_MLST_Brucella	469	0	0
32	Bacto-4_S4.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-4_S4.rg	int_hyp_1_MLST_Brucella	430	5	5
34	Bacto-4_S4.rg	leuA_MLST_Brucella	482	0	0
35	Bacto-4_S4.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-4_S4.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-4_S4.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-4_S4.rg	mutL_MLST_Brucella	549	0	0
39	Bacto-4_S4.rg	mviM_1_MLST_Brucella	447	2	0
40	Bacto-4_S4.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-4_S4.rg	omp25_MLST_Brucella	490	0	0
42	Bacto-4_S4.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-4_S4.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-4_S4.rg	prpE_MLST_Brucella	468	0	0
45	Bacto-4_S4.rg	putA_MLST_Brucella	527	0	0
46	Bacto-4_S4.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-4_S4.rg	rnpB_MLST_Bartonella	297	17	7
48	Bacto-4_S4.rg	rpoB_MLST_Bartonella	363	13	9
49	Bacto-4_S4.rg	soxA_1_MLST_Brucella	486	2	0
50	Bacto-4_S4.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-4_S4.rg	trpE_MLST_Brucella	486	1	1
52	Bacto-4_S4.rg	*	0	0	5864354
0	Bacto-5_S5.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-5_S5.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-5_S5.rg	Cox18_MST_Coxiella	516	1	1
3	Bacto-5_S5.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-5_S5.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-5_S5.rg	Cox37_MST_Coxiella	422	1	1
6	Bacto-5_S5.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-5_S5.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-5_S5.rg	Cox57_MST_Coxiella	565	126	64
9	Bacto-5_S5.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-5_S5.rg	acnA_MLST_Brucella	490	0	0
11	Bacto-5_S5.rg	adk_MLST_Lepto	430	142671	49987
12	Bacto-5_S5.rg	aroA_MLST_Brucella	565	4	0
13	Bacto-5_S5.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-5_S5.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-5_S5.rg	caiA_MLST_Brucella	449	2	0
16	Bacto-5_S5.rg	caiB_MLST_Lepto	402	239	35
17	Bacto-5_S5.rg	cobQ_1_MLST_Brucella	422	3	1
18	Bacto-5_S5.rg	csdB_MLST_Brucella	487	2	0
19	Bacto-5_S5.rg	ddlA_MLST_Brucella	553	4	0
20	Bacto-5_S5.rg	dnaK_MLST_Brucella	470	0	0
21	Bacto-5_S5.rg	fbaA_1_MLST_Brucella	458	0	0
22	Bacto-5_S5.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-5_S5.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-5_S5.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-5_S5.rg	fumC_MLST_Brucella	452	2	0
26	Bacto-5_S5.rg	gap_MLST_Brucella	589	0	0
27	Bacto-5_S5.rg	glk_MLST_Brucella	475	2	0
28	Bacto-5_S5.rg	glmU_MLST_Lepto	444	26083	7135
29	Bacto-5_S5.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-5_S5.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-5_S5.rg	gyrB_MLST_Brucella	469	2	0
32	Bacto-5_S5.rg	icdA_MLST_Lepto	557	311816	18087
33	Bacto-5_S5.rg	int_hyp_1_MLST_Brucella	430	10	0
34	Bacto-5_S5.rg	leuA_MLST_Brucella	482	4	0
35	Bacto-5_S5.rg	lipL32_MLST_Lepto	450	251075	9320
36	Bacto-5_S5.rg	lipL41_MLST_Lepto	493	330911	14513
37	Bacto-5_S5.rg	mreA_MLST_Lepto	435	104810	6226
38	Bacto-5_S5.rg	mutL_MLST_Brucella	549	0	0
39	Bacto-5_S5.rg	mviM_1_MLST_Brucella	447	2	0
40	Bacto-5_S5.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-5_S5.rg	omp25_MLST_Brucella	490	8	0
42	Bacto-5_S5.rg	pfkB__MLST_Lepto	432	39	13
43	Bacto-5_S5.rg	pntA_MLST_Lepto	525	121550	18230
44	Bacto-5_S5.rg	prpE_MLST_Brucella	468	0	0
45	Bacto-5_S5.rg	putA_MLST_Brucella	527	0	0
46	Bacto-5_S5.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-5_S5.rg	rnpB_MLST_Bartonella	297	0	0
48	Bacto-5_S5.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-5_S5.rg	soxA_1_MLST_Brucella	486	4	0
50	Bacto-5_S5.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-5_S5.rg	trpE_MLST_Brucella	486	0	0
52	Bacto-5_S5.rg	*	0	0	12586120
0	Bacto-6_S6.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-6_S6.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-6_S6.rg	Cox18_MST_Coxiella	516	0	0
3	Bacto-6_S6.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-6_S6.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-6_S6.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-6_S6.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-6_S6.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-6_S6.rg	Cox57_MST_Coxiella	565	580	356
9	Bacto-6_S6.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-6_S6.rg	acnA_MLST_Brucella	490	2	0
11	Bacto-6_S6.rg	adk_MLST_Lepto	430	56197	20945
12	Bacto-6_S6.rg	aroA_MLST_Brucella	565	0	0
13	Bacto-6_S6.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-6_S6.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-6_S6.rg	caiA_MLST_Brucella	449	0	0
16	Bacto-6_S6.rg	caiB_MLST_Lepto	402	77	13
17	Bacto-6_S6.rg	cobQ_1_MLST_Brucella	422	2	0
18	Bacto-6_S6.rg	csdB_MLST_Brucella	487	0	0
19	Bacto-6_S6.rg	ddlA_MLST_Brucella	553	0	0
20	Bacto-6_S6.rg	dnaK_MLST_Brucella	470	2	0
21	Bacto-6_S6.rg	fbaA_1_MLST_Brucella	458	2	0
22	Bacto-6_S6.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-6_S6.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-6_S6.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-6_S6.rg	fumC_MLST_Brucella	452	4	0
26	Bacto-6_S6.rg	gap_MLST_Brucella	589	0	0
27	Bacto-6_S6.rg	glk_MLST_Brucella	475	0	0
28	Bacto-6_S6.rg	glmU_MLST_Lepto	444	20002	6578
29	Bacto-6_S6.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-6_S6.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-6_S6.rg	gyrB_MLST_Brucella	469	2	0
32	Bacto-6_S6.rg	icdA_MLST_Lepto	557	149690	12701
33	Bacto-6_S6.rg	int_hyp_1_MLST_Brucella	430	0	0
34	Bacto-6_S6.rg	leuA_MLST_Brucella	482	0	0
35	Bacto-6_S6.rg	lipL32_MLST_Lepto	450	154664	14603
36	Bacto-6_S6.rg	lipL41_MLST_Lepto	493	199469	19882
37	Bacto-6_S6.rg	mreA_MLST_Lepto	435	48199	2765
38	Bacto-6_S6.rg	mutL_MLST_Brucella	549	0	0
39	Bacto-6_S6.rg	mviM_1_MLST_Brucella	447	0	0
40	Bacto-6_S6.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-6_S6.rg	omp25_MLST_Brucella	490	0	0
42	Bacto-6_S6.rg	pfkB__MLST_Lepto	432	39	11
43	Bacto-6_S6.rg	pntA_MLST_Lepto	525	64026	11754
44	Bacto-6_S6.rg	prpE_MLST_Brucella	468	2	0
45	Bacto-6_S6.rg	putA_MLST_Brucella	527	0	0
46	Bacto-6_S6.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-6_S6.rg	rnpB_MLST_Bartonella	297	0	0
48	Bacto-6_S6.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-6_S6.rg	soxA_1_MLST_Brucella	486	2	0
50	Bacto-6_S6.rg	sucA_MLST_Lepto	447	6	0
51	Bacto-6_S6.rg	trpE_MLST_Brucella	486	2	0
52	Bacto-6_S6.rg	*	0	0	8749758
0	Bacto-7_S7.rg	Cox2_MST_Coxiella	356	1245	151
1	Bacto-7_S7.rg	Cox5_MST_Coxiella	353	4396	376
2	Bacto-7_S7.rg	Cox18_MST_Coxiella	516	12286	2137
3	Bacto-7_S7.rg	Cox20_MST_Coxiella	585	5587	179
4	Bacto-7_S7.rg	Cox22_MST_Coxiella	340	5782	578
5	Bacto-7_S7.rg	Cox37_MST_Coxiella	422	4496	316
6	Bacto-7_S7.rg	Cox51_MST_Coxiella	634	7609	242
7	Bacto-7_S7.rg	Cox56_MST_Coxiella	452	7904	484
8	Bacto-7_S7.rg	Cox57_MST_Coxiella	565	3680	151
9	Bacto-7_S7.rg	Cox61_MST_Coxiella	569	5751	337
10	Bacto-7_S7.rg	acnA_MLST_Brucella	490	136902	6926
11	Bacto-7_S7.rg	adk_MLST_Lepto	430	0	0
12	Bacto-7_S7.rg	aroA_MLST_Brucella	565	289866	11299
13	Bacto-7_S7.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-7_S7.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-7_S7.rg	caiA_MLST_Brucella	449	298295	7416
16	Bacto-7_S7.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-7_S7.rg	cobQ_1_MLST_Brucella	422	507118	60150
18	Bacto-7_S7.rg	csdB_MLST_Brucella	487	304942	11856
19	Bacto-7_S7.rg	ddlA_MLST_Brucella	553	709995	21336
20	Bacto-7_S7.rg	dnaK_MLST_Brucella	470	127624	4245
21	Bacto-7_S7.rg	fbaA_1_MLST_Brucella	458	160303	12516
22	Bacto-7_S7.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-7_S7.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-7_S7.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-7_S7.rg	fumC_MLST_Brucella	452	196708	7884
26	Bacto-7_S7.rg	gap_MLST_Brucella	589	359068	12361
27	Bacto-7_S7.rg	glk_MLST_Brucella	475	343344	9891
28	Bacto-7_S7.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-7_S7.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-7_S7.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-7_S7.rg	gyrB_MLST_Brucella	469	282982	11902
32	Bacto-7_S7.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-7_S7.rg	int_hyp_1_MLST_Brucella	430	396476	17211
34	Bacto-7_S7.rg	leuA_MLST_Brucella	482	399787	54903
35	Bacto-7_S7.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-7_S7.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-7_S7.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-7_S7.rg	mutL_MLST_Brucella	549	208605	14422
39	Bacto-7_S7.rg	mviM_1_MLST_Brucella	447	161811	7313
40	Bacto-7_S7.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-7_S7.rg	omp25_MLST_Brucella	490	455986	13514
42	Bacto-7_S7.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-7_S7.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-7_S7.rg	prpE_MLST_Brucella	468	245568	10913
45	Bacto-7_S7.rg	putA_MLST_Brucella	527	234452	6589
46	Bacto-7_S7.rg	ribC_MLST_Bartonella	349	2	0
47	Bacto-7_S7.rg	rnpB_MLST_Bartonella	297	2414	1200
48	Bacto-7_S7.rg	rpoB_MLST_Bartonella	363	46	0
49	Bacto-7_S7.rg	soxA_1_MLST_Brucella	486	341968	12200
50	Bacto-7_S7.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-7_S7.rg	trpE_MLST_Brucella	486	341938	27366
52	Bacto-7_S7.rg	*	0	0	5882944
0	Bacto-8_S8.rg	Cox2_MST_Coxiella	356	172	29
1	Bacto-8_S8.rg	Cox5_MST_Coxiella	353	377	44
2	Bacto-8_S8.rg	Cox18_MST_Coxiella	516	2077	582
3	Bacto-8_S8.rg	Cox20_MST_Coxiella	585	614	31
4	Bacto-8_S8.rg	Cox22_MST_Coxiella	340	440	68
5	Bacto-8_S8.rg	Cox37_MST_Coxiella	422	425	37
6	Bacto-8_S8.rg	Cox51_MST_Coxiella	634	630	41
7	Bacto-8_S8.rg	Cox56_MST_Coxiella	452	626	67
8	Bacto-8_S8.rg	Cox57_MST_Coxiella	565	442	29
9	Bacto-8_S8.rg	Cox61_MST_Coxiella	569	560	49
10	Bacto-8_S8.rg	acnA_MLST_Brucella	490	136024	12507
11	Bacto-8_S8.rg	adk_MLST_Lepto	430	0	0
12	Bacto-8_S8.rg	aroA_MLST_Brucella	565	189240	19448
13	Bacto-8_S8.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-8_S8.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-8_S8.rg	caiA_MLST_Brucella	449	162432	9843
16	Bacto-8_S8.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-8_S8.rg	cobQ_1_MLST_Brucella	422	215124	37544
18	Bacto-8_S8.rg	csdB_MLST_Brucella	487	220097	21022
19	Bacto-8_S8.rg	ddlA_MLST_Brucella	553	314005	26479
20	Bacto-8_S8.rg	dnaK_MLST_Brucella	470	115771	10052
21	Bacto-8_S8.rg	fbaA_1_MLST_Brucella	458	146228	19308
22	Bacto-8_S8.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-8_S8.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-8_S8.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-8_S8.rg	fumC_MLST_Brucella	452	133352	13021
26	Bacto-8_S8.rg	gap_MLST_Brucella	589	223119	17584
27	Bacto-8_S8.rg	glk_MLST_Brucella	475	171825	12976
28	Bacto-8_S8.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-8_S8.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-8_S8.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-8_S8.rg	gyrB_MLST_Brucella	469	173719	15945
32	Bacto-8_S8.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-8_S8.rg	int_hyp_1_MLST_Brucella	430	196266	22870
34	Bacto-8_S8.rg	leuA_MLST_Brucella	482	247556	44664
35	Bacto-8_S8.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-8_S8.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-8_S8.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-8_S8.rg	mutL_MLST_Brucella	549	169196	19619
39	Bacto-8_S8.rg	mviM_1_MLST_Brucella	447	130750	14343
40	Bacto-8_S8.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-8_S8.rg	omp25_MLST_Brucella	490	233231	20021
42	Bacto-8_S8.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-8_S8.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-8_S8.rg	prpE_MLST_Brucella	468	194565	19887
45	Bacto-8_S8.rg	putA_MLST_Brucella	527	147395	10111
46	Bacto-8_S8.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-8_S8.rg	rnpB_MLST_Bartonella	297	3396	1772
48	Bacto-8_S8.rg	rpoB_MLST_Bartonella	363	8	0
49	Bacto-8_S8.rg	soxA_1_MLST_Brucella	486	207622	16015
50	Bacto-8_S8.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-8_S8.rg	trpE_MLST_Brucella	486	188626	28463
52	Bacto-8_S8.rg	*	0	0	7106282
0	Bacto-9_S9.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-9_S9.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-9_S9.rg	Cox18_MST_Coxiella	516	0	0
3	Bacto-9_S9.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-9_S9.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-9_S9.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-9_S9.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-9_S9.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-9_S9.rg	Cox57_MST_Coxiella	565	0	0
9	Bacto-9_S9.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-9_S9.rg	acnA_MLST_Brucella	490	166378	8102
11	Bacto-9_S9.rg	adk_MLST_Lepto	430	0	0
12	Bacto-9_S9.rg	aroA_MLST_Brucella	565	361564	13913
13	Bacto-9_S9.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-9_S9.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-9_S9.rg	caiA_MLST_Brucella	449	368626	8899
16	Bacto-9_S9.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-9_S9.rg	cobQ_1_MLST_Brucella	422	626423	72824
18	Bacto-9_S9.rg	csdB_MLST_Brucella	487	379837	14090
19	Bacto-9_S9.rg	ddlA_MLST_Brucella	553	876759	25765
20	Bacto-9_S9.rg	dnaK_MLST_Brucella	470	156221	5081
21	Bacto-9_S9.rg	fbaA_1_MLST_Brucella	458	196608	14628
22	Bacto-9_S9.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-9_S9.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-9_S9.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-9_S9.rg	fumC_MLST_Brucella	452	244550	9561
26	Bacto-9_S9.rg	gap_MLST_Brucella	589	441062	14223
27	Bacto-9_S9.rg	glk_MLST_Brucella	475	422476	11989
28	Bacto-9_S9.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-9_S9.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-9_S9.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-9_S9.rg	gyrB_MLST_Brucella	469	348361	14107
32	Bacto-9_S9.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-9_S9.rg	int_hyp_1_MLST_Brucella	430	491570	21126
34	Bacto-9_S9.rg	leuA_MLST_Brucella	482	486723	64135
35	Bacto-9_S9.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-9_S9.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-9_S9.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-9_S9.rg	mutL_MLST_Brucella	549	256117	17073
39	Bacto-9_S9.rg	mviM_1_MLST_Brucella	447	197794	8432
40	Bacto-9_S9.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-9_S9.rg	omp25_MLST_Brucella	490	561548	16357
42	Bacto-9_S9.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-9_S9.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-9_S9.rg	prpE_MLST_Brucella	468	303165	13299
45	Bacto-9_S9.rg	putA_MLST_Brucella	527	289908	8156
46	Bacto-9_S9.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-9_S9.rg	rnpB_MLST_Bartonella	297	2978	1382
48	Bacto-9_S9.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-9_S9.rg	soxA_1_MLST_Brucella	486	423727	14583
50	Bacto-9_S9.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-9_S9.rg	trpE_MLST_Brucella	486	415973	32320
52	Bacto-9_S9.rg	*	0	0	6976972
0	BZA-0866_S31.rg	Cox2_MST_Coxiella	356	0	0
1	BZA-0866_S31.rg	Cox5_MST_Coxiella	353	207	1
2	BZA-0866_S31.rg	Cox18_MST_Coxiella	516	671	3
3	BZA-0866_S31.rg	Cox20_MST_Coxiella	585	80	0
4	BZA-0866_S31.rg	Cox22_MST_Coxiella	340	92	0
5	BZA-0866_S31.rg	Cox37_MST_Coxiella	422	0	0
6	BZA-0866_S31.rg	Cox51_MST_Coxiella	634	232	0
7	BZA-0866_S31.rg	Cox56_MST_Coxiella	452	264	14
8	BZA-0866_S31.rg	Cox57_MST_Coxiella	565	38	2
9	BZA-0866_S31.rg	Cox61_MST_Coxiella	569	162	0
10	BZA-0866_S31.rg	acnA_MLST_Brucella	490	6	6
11	BZA-0866_S31.rg	adk_MLST_Lepto	430	4	0
12	BZA-0866_S31.rg	aroA_MLST_Brucella	565	0	0
13	BZA-0866_S31.rg	batR_1_MLST_Bartonella	487	0	0
